Mars-scaled Solar Photon Irradiance from LISIRD...http://lasp.colorado.edu/lisird/whi_ref_spectra/
I resampled these to 1-nm intervals and converted to photons 
assuming that all of the light was at the center of the bin.
Wavelength [nm]	Spectral Irradiance [ph/cm2/s/nm]
1800.5	6.732799464466708e13
1801.5	6.723176364925125e13
1802.5	6.713303870476132e13
1803.5	6.703338050843503e13
1804.5	6.6937092797854195e13
1805.5	6.6840657172387805e13
1806.5	6.67432900301571e13
1807.5	6.6648126212445336e13
1808.5	6.65539929190423e13
1809.5	6.645775248917265e13
1810.5	6.636254301737966e13
1811.5	6.6271116653135164e13
1812.5	6.617601096033446e13
1813.5	6.608272655089314e13
1814.5	6.59916602140826e13
1815.5	6.589927207775624e13
1816.5	6.580634812951688e13
1817.5	6.571525283869282e13
1818.5	6.562598945854398e13
1819.5	6.553382579715385e13
1820.5	6.544231083579683e13
1821.5	6.535500136357115e13
1822.5	6.5264394387064914e13
1823.5	6.517404409276831e13
1824.5	6.508553395073882e13
1825.5	6.4997283527295e13
1826.5	6.490731277999203e13
1827.5	6.481601546172536e13
1828.5	6.472894163396175e13
1829.5	6.463816266844637e13
1830.5	6.4547642770864625e13
1831.5	6.445897148402586e13
1832.5	6.437056230149668e13
1833.5	6.4280825246699805e13
1834.5	6.4190554115061875e13
1835.5	6.410452534283471e13
1836.5	6.401517824546328e13
1837.5	6.392529728813485e13
1838.5	6.383727426756117e13
1839.5	6.375071347889094e13
1840.5	6.3661625774779164e13
1841.5	6.357120542695174e13
1842.5	6.348384617984892e13
1843.5	6.339355585397733e13
1844.5	6.33035302350233e13
1845.5	6.321457049246937e13
1846.5	6.312788000716932e13
1847.5	6.303865436483584e13
1848.5	6.294889421189336e13
1849.5	6.2863412421105e13
1850.5	6.277619599211377e13
1851.5	6.26896516866273e13
1852.5	6.260297725074299e13
1853.5	6.252019262933332e13
1854.5	6.243326010149335e13
1855.5	6.234619744325554e13
1856.5	6.226182317059461e13
1857.5	6.2179738976051195e13
1858.5	6.2096321053372195e13
1859.5	6.201318063376654e13
1860.5	6.193233593126227e13
1861.5	6.185177220197536e13
1862.5	6.1770682203671234e13
1863.5	6.168987361235241e13
1864.5	6.161177335993807e13
1865.5	6.1534363015516195e13
1866.5	6.145602462447386e13
1867.5	6.137797197809674e13
1868.5	6.130304246126718e13
1869.5	6.122921395604511e13
1870.5	6.1154865688325766e13
1871.5	6.108121470265471e13
1872.5	6.100907453090232e13
1873.5	6.09400731043452e13
1874.5	6.086811739243167e13
1875.5	6.079727049994954e13
1876.5	6.0725906447578086e13
1877.5	6.066013258021273e13
1878.5	6.059099484206391e13
1879.5	6.052134146221371e13
1880.5	6.045157964036537e13
1881.5	6.038579004891028e13
1882.5	6.031948806901381e13
1883.5	6.025103904599541e13
1884.5	6.018289203394192e13
1885.5	6.0114638748730234e13
1886.5	6.005037070695159e13
1887.5	5.998313514989282e13
1888.5	5.991497545012554e13
1889.5	5.9846709910968055e13
1890.5	5.97799786092008e13
1891.5	5.97143739113526e13
1892.5	5.964579323974841e13
1893.5	5.957628538905979e13
1894.5	5.950708171817604e13
1895.5	5.944064949943977e13
1896.5	5.937123480042759e13
1897.5	5.929883306657555e13
1898.5	5.922467500612104e13
1899.5	5.9151641814513625e13
1900.5	5.907891106763912e13
1901.5	5.900318417679693e13
1902.5	5.8926932318241555e13
1903.5	5.8850567680008086e13
1904.5	5.877698165109398e13
1905.5	5.869873988187202e13
1906.5	5.862038359790001e13
1907.5	5.854149909295484e13
1908.5	5.846622494745508e13
1909.5	5.838628421744768e13
1910.5	5.830539895763613e13
1911.5	5.822273871919838e13
1912.5	5.814244880595686e13
1913.5	5.8059138023972016e13
1914.5	5.7974877940735164e13
1915.5	5.788966725494227e13
1916.5	5.7807661247079555e13
1917.5	5.772345874654372e13
1918.5	5.7638304775915875e13
1919.5	5.7552614342723016e13
1920.5	5.747055205346324e13
1921.5	5.7386706110217414e13
1922.5	5.730149086986061e13
1923.5	5.721699026227179e13
1924.5	5.713487516175888e13
1925.5	5.705180859115397e13
1926.5	5.6968207076172055e13
1927.5	5.688448801006409e13
1928.5	5.680399747912593e13
1929.5	5.672339286720568e13
1930.5	5.664099939608343e13
1931.5	5.655974684322406e13
1932.5	5.648131367387535e13
1933.5	5.640318837135944e13
1934.5	5.63232737758736e13
1935.5	5.624450573763449e13
1936.5	5.616730620445704e13
1937.5	5.609419905540687e13
1938.5	5.601804349334589e13
1939.5	5.594304142881953e13
1940.5	5.586961567717872e13
1941.5	5.579945316214709e13
1942.5	5.572918871163716e13
1943.5	5.565797929755511e13
1944.5	5.558751054232063e13
1945.5	5.551778374723768e13
1946.5	5.545344402529824e13
1947.5	5.5385629821737164e13
1948.5	5.5318139317540664e13
1949.5	5.52518187940625e13
1950.5	5.518624717102378e13
1951.5	5.512523499179846e13
1952.5	5.506074355950357e13
1953.5	5.499658081490522e13
1954.5	5.493359520819703e13
1955.5	5.487051634137043e13
1956.5	5.481243621689187e13
1957.5	5.475129618455072e13
1958.5	5.469006506093106e13
1959.5	5.463001779860556e13
1960.5	5.457030594738041e13
1961.5	5.451220641178418e13
1962.5	5.445572179442483e13
1963.5	5.4397447884095516e13
1964.5	5.433652994096664e13
1965.5	5.4278932058053984e13
1966.5	5.422167392392162e13
1967.5	5.41677432240614e13
1968.5	5.410988724919308e13
1969.5	5.405194452072621e13
1970.5	5.39939150386608e13
1971.5	5.393579880299686e13
1972.5	5.3880162635831266e13
1973.5	5.382487033824188e13
1974.5	5.376949432342993e13
1975.5	5.371103541105172e13
1976.5	5.36559191148254e13
1977.5	5.359814620652769e13
1978.5	5.354715309195609e13
1979.5	5.348921188167722e13
1980.5	5.343333247910968e13
1981.5	5.337565033676447e13
1982.5	5.331960263221577e13
1983.5	5.326261083163094e13
1984.5	5.3210699321776805e13
1985.5	5.3153110331108e13
1986.5	5.309672884208891e13
1987.5	5.304069469278998e13
1988.5	5.298371471238296e13
1989.5	5.292880803453912e13
1990.5	5.2875546204923625e13
1991.5	5.281874873239955e13
1992.5	5.276143540129011e13
1993.5	5.270447027743683e13
1994.5	5.264785401149169e13
1995.5	5.259331842216559e13
1996.5	5.253696968262997e13
1997.5	5.248097131919045e13
1998.5	5.242315676916543e13
1999.5	5.2365258068149836e13
2000.5	5.230814296901309e13
2001.5	5.225528551960882e13
2002.5	5.219713740199741e13
2003.5	5.213890513339539e13
2004.5	5.20818929457149e13
2005.5	5.202262310407434e13
2006.5	5.196544413260066e13
2007.5	5.190861770606304e13
2008.5	5.185083764059346e13
2009.5	5.178948766454382e13
2010.5	5.173197534236772e13
2011.5	5.167089007323564e13
2012.5	5.161364679565705e13
2013.5	5.1556321102159805e13
2014.5	5.149454386463734e13
2015.5	5.143399126260031e13
2016.5	5.137510259458335e13
2017.5	5.131306726510522e13
2018.5	5.125488520514837e13
2019.5	5.119311631765978e13
2020.5	5.1130822896225984e13
2021.5	5.106844272119365e13
2022.5	5.100597579256276e13
2023.5	5.0945177569399875e13
2024.5	5.088517249101165e13
2025.5	5.0822447470425086e13
2026.5	5.075963569624001e13
2027.5	5.06945385069433e13
2028.5	5.0629352395208086e13
2029.5	5.057023968602289e13
2030.5	5.050752106351424e13
2031.5	5.0443834921497836e13
2032.5	5.037653505833412e13
2033.5	5.031311384011927e13
2034.5	5.024784086634352e13
2035.5	5.018601114289396e13
2036.5	5.0119679558331984e13
2037.5	5.005414241984866e13
2038.5	4.998851679269483e13
2039.5	4.992191800704935e13
2040.5	4.9861425590321305e13
2041.5	4.979376559128166e13
2042.5	4.9729559252999984e13
2043.5	4.966216374399388e13
2044.5	4.95964521223355e13
2045.5	4.953287062684734e13
2046.5	4.946742783290244e13
2047.5	4.9402785557788086e13
2048.5	4.933405794727635e13
2049.5	4.9268795709258414e13
2050.5	4.920433572514301e13
2051.5	4.913978942119706e13
2052.5	4.907382133421299e13
2053.5	4.900865636866742e13
2054.5	4.894340464952331e13
2055.5	4.887806617678067e13
2056.5	4.8815317082070516e13
2057.5	4.875159135872479e13
2058.5	4.8685994794026484e13
2059.5	4.862031147572961e13
2060.5	4.855454140383421e13
2061.5	4.8488684578340266e13
2062.5	4.842721423167264e13
2063.5	4.8361186067821586e13
2064.5	4.829686217841391e13
2065.5	4.823334921826856e13
2066.5	4.816706296246185e13
2067.5	4.8106519252668664e13
2068.5	4.804320268098206e13
2069.5	4.798070007493379e13
2070.5	4.791586932762659e13
2071.5	4.785230138738821e13
2072.5	4.778864972992723e13
2073.5	4.772761260904234e13
2074.5	4.766559452184193e13
2075.5	4.7602594167022016e13
2076.5	4.7539510962515484e13
2077.5	4.7476795484824766e13
2078.5	4.741399759121547e13
2079.5	4.735562738439177e13
2080.5	4.729447173640288e13
2081.5	4.723233251949051e13
2082.5	4.7170111754195484e13
2083.5	4.710916507393706e13
2084.5	4.70467818625288e13
2085.5	4.698884021848192e13
2086.5	4.692901124989873e13
2087.5	4.686729235417127e13
2088.5	4.6806851664276375e13
2089.5	4.67463315948388e13
2090.5	4.668573214585854e13
2091.5	4.662958944611948e13
2092.5	4.656974106641862e13
2093.5	4.6510268221357445e13
2094.5	4.645117156158797e13
2095.5	4.639199725734779e13
2096.5	4.633320000593529e13
2097.5	4.627705502891423e13
2098.5	4.6219925181665695e13
2099.5	4.616180916288576e13
2100.5	4.610316123610474e13
2101.5	4.604534809582571e13
2102.5	4.598745904614794e13
2103.5	4.593131894901682e13
2104.5	4.587693040704025e13
2105.5	4.5819729530282945e13
2106.5	4.5761996745524555e13
2107.5	4.570542260929572e13
2108.5	4.564886562859098e13
2109.5	4.559301220872622e13
2110.5	4.553612406784744e13
2111.5	4.547966528137206e13
2112.5	4.5423453298040336e13
2113.5	4.536730521957814e13
2114.5	4.5310991940575914e13
2115.5	4.5254788621759836e13
2116.5	4.519855781289722e13
2117.5	4.514216180349458e13
2118.5	4.5085830197794664e13
2119.5	4.502942528530397e13
2120.5	4.4972947066022516e13
2121.5	4.491552131309358e13
2122.5	4.485783729470177e13
2123.5	4.47998947505863e13
2124.5	4.474201595952156e13
2125.5	4.468401672192945e13
2126.5	4.46259430931266e13
2127.5	4.456774893104275e13
2128.5	4.450952649812999e13
2129.5	4.445136823034755e13
2130.5	4.439304328721391e13
2131.5	4.433473645389397e13
2132.5	4.427635535949367e13
2133.5	4.421766864300988e13
2134.5	4.415830562800448e13
2135.5	4.409886757113634e13
2136.5	4.403949348420293e13
2137.5	4.398018356239982e13
2138.5	4.392112352349311e13
2139.5	4.38620354089531e13
2140.5	4.380329067600031e13
2141.5	4.374470412739026e13
2142.5	4.368627608844895e13
2143.5	4.3628332308094695e13
2144.5	4.357045497015275e13
2145.5	4.351301652951001e13
2146.5	4.345587803943425e13
2147.5	4.339904002044704e13
2148.5	4.3342689383176445e13
2149.5	4.32867336699748e13
2150.5	4.323122017239753e13
2151.5	4.317624293134548e13
2152.5	4.312170942410576e13
2153.5	4.306776048430142e13
2154.5	4.301439702284525e13
2155.5	4.2961479702613805e13
2156.5	4.29092898655271e13
2157.5	4.285768823952695e13
2158.5	4.280686299316855e13
2159.5	4.275704947812057e13
2160.5	4.270768689743359e13
2161.5	4.26590103642039e13
2162.5	4.261097401831047e13
2163.5	4.256348499002605e13
2164.5	4.251659106973923e13
2165.5	4.24702931683628e13
2166.5	4.2424592196809516e13
2167.5	4.23793950467798e13
2168.5	4.233465546776141e13
2169.5	4.229060944038655e13
2170.5	4.2246975557669984e13
2171.5	4.22039428557029e13
2172.5	4.216132377320527e13
2173.5	4.211921324030232e13
2174.5	4.207765919920141e13
2175.5	4.203623784772948e13
2176.5	4.199518547015635e13
2177.5	4.195454987855901e13
2178.5	4.191414273087505e13
2179.5	4.187401168736265e13
2180.5	4.18342044950336e13
2181.5	4.179453242143429e13
2182.5	4.1754901056961086e13
2183.5	4.171502639202077e13
2184.5	4.167528719282458e13
2185.5	4.16354467196463e13
2186.5	4.159597912427876e13
2187.5	4.15564105585667e13
2188.5	4.1516835887570164e13
2189.5	4.1477302663105305e13
2190.5	4.1437811015302555e13
2191.5	4.139817095378111e13
2192.5	4.1358477452042945e13
2193.5	4.131868293658349e13
2194.5	4.127859696156552e13
2195.5	4.123802873413748e13
2196.5	4.119726350013133e13
2197.5	4.1156253404093266e13
2198.5	4.111509354965576e13
2199.5	4.107373610305334e13
2200.5	4.103208541844366e13
2201.5	4.09902366645243e13
2202.5	4.094818964609969e13
2203.5	4.09057530064198e13
2204.5	4.0863260974567234e13
2205.5	4.082028304665345e13
2206.5	4.077701005890681e13
2207.5	4.073286716029498e13
2208.5	4.0688284334184945e13
2209.5	4.064345274213109e13
2210.5	4.059827623945782e13
2211.5	4.0552754435773945e13
2212.5	4.0506838955104086e13
2213.5	4.046072137108223e13
2214.5	4.041435345955177e13
2215.5	4.0367590808303734e13
2216.5	4.032048103421955e13
2217.5	4.0273023746907984e13
2218.5	4.022526667169246e13
2219.5	4.0176535559605086e13
2220.5	4.0127310765321016e13
2221.5	4.0077880787932164e13
2222.5	4.0028245432242984e13
2223.5	3.997830805474468e13
2224.5	3.9928116575956234e13
2225.5	3.9877719003150266e13
2226.5	3.982721171957473e13
2227.5	3.9776498038344055e13
2228.5	3.9725529431664055e13
2229.5	3.96745474107089e13
2230.5	3.962326178469142e13
2231.5	3.957147863763052e13
2232.5	3.951968157746124e13
2233.5	3.9467773787167625e13
2234.5	3.941580366441345e13
2235.5	3.9364013631285664e13
2236.5	3.9312015964263945e13
2237.5	3.926015016271204e13
2238.5	3.920831938792552e13
2239.5	3.915671805471876e13
2240.5	3.9105103589186e13
2241.5	3.9053621900035836e13
2242.5	3.900241915623758e13
2243.5	3.89513498394739e13
2244.5	3.8900511569231516e13
2245.5	3.884990473590164e13
2246.5	3.879967589884482e13
2247.5	3.874928945218785e13
2248.5	3.86993304621993e13
2249.5	3.8649555639256266e13
2250.5	3.860020935740164e13
2251.5	3.855095044726492e13
2252.5	3.850207222276283e13
2253.5	3.845337977024782e13
2254.5	3.840506900103379e13
2255.5	3.835714050070754e13
2256.5	3.8309496975108305e13
2257.5	3.826204095656812e13
2258.5	3.821487073691414e13
2259.5	3.8167937766663766e13
2260.5	3.812114438295345e13
2261.5	3.807468703930711e13
2262.5	3.8028271836221234e13
2263.5	3.798214436228913e13
2264.5	3.793610861944329e13
2265.5	3.789026307301806e13
2266.5	3.784436226455056e13
2267.5	3.779860290782548e13
2268.5	3.775283766269991e13
2269.5	3.770716503788497e13
2270.5	3.766158522857627e13
2271.5	3.761590136917033e13
2272.5	3.75703598290428e13
2273.5	3.7524714325571586e13
2274.5	3.74790634542215e13
2275.5	3.743325922419757e13
2276.5	3.738740025265296e13
2277.5	3.7341338353597164e13
2278.5	3.729433207655604e13
2279.5	3.7247467901909305e13
2280.5	3.720010310477799e13
2281.5	3.715263295624545e13
2282.5	3.710510689501863e13
2283.5	3.705757444655814e13
2284.5	3.700983748733328e13
2285.5	3.696184625331108e13
2286.5	3.691360048423076e13
2287.5	3.686519914425984e13
2288.5	3.68167413710731e13
2289.5	3.676748233080599e13
2290.5	3.671781846571549e13
2291.5	3.666784871828073e13
2292.5	3.661777164580036e13
2293.5	3.6567587183209195e13
2294.5	3.651734502947501e13
2295.5	3.646704518459779e13
2296.5	3.641668764857752e13
2297.5	3.6366222592316086e13
2298.5	3.631584935389449e13
2299.5	3.626541851108348e13
2300.5	3.621502985220975e13
2301.5	3.61642841805896e13
2302.5	3.611363054369333e13
2303.5	3.6063119095945055e13
2304.5	3.601280007852256e13
2305.5	3.596252380893575e13
2306.5	3.591239046590252e13
2307.5	3.586250040164802e13
2308.5	3.5812854006563414e13
2309.5	3.576355184975784e13
2310.5	3.571449422965816e13
2311.5	3.566548100571252e13
2312.5	3.561701385229293e13
2313.5	3.556894302184406e13
2314.5	3.552121890215178e13
2315.5	3.547384201373768e13
2316.5	3.542686311830108e13
2317.5	3.538013201283032e13
2318.5	3.533369937227113e13
2319.5	3.528766626456587e13
2320.5	3.52419829473699e13
2321.5	3.519654924196537e13
2322.5	3.515141591005158e13
2323.5	3.5106684193078035e13
2324.5	3.506245550600143e13
2325.5	3.501837750992553e13
2326.5	3.4974601839296324e13
2327.5	3.493122990907055e13
2328.5	3.4888060299080785e13
2329.5	3.484509333465301e13
2330.5	3.480243043074393e13
2331.5	3.475992034329868e13
2332.5	3.4717664508962355e13
2333.5	3.46756127082456e13
2334.5	3.4633613371767586e13
2335.5	3.459141336337192e13
2336.5	3.4549316537537527e13
2337.5	3.45072216961917e13
2338.5	3.446528105936729e13
2339.5	3.442359636734698e13
2340.5	3.4382015725423926e13
2341.5	3.434048854540597e13
2342.5	3.4299167372651953e13
2343.5	3.425800170572333e13
2344.5	3.4216839259522047e13
2345.5	3.417598531996137e13
2346.5	3.4134727856881285e13
2347.5	3.4093524636488684e13
2348.5	3.405212111288125e13
2349.5	3.4011128573602723e13
2350.5	3.3970496625656527e13
2351.5	3.392971578684683e13
2352.5	3.3889194102724395e13
2353.5	3.3848880920031848e13
2354.5	3.3808827629432125e13
2355.5	3.3768932447265766e13
2356.5	3.3729297851221023e13
2357.5	3.3689873101286953e13
2358.5	3.365065852278955e13
2359.5	3.3611705614833754e13
2360.5	3.3573014767810766e13
2361.5	3.353463758926751e13
2362.5	3.3496420818127957e13
2363.5	3.3458518496250516e13
2364.5	3.342077723242877e13
2365.5	3.3383402502560875e13
2366.5	3.3346446152766152e13
2367.5	3.3309652032200715e13
2368.5	3.3272866294201715e13
2369.5	3.3236654301126695e13
2370.5	3.3200605534947312e13
2371.5	3.3164874558043617e13
2372.5	3.312941037014384e13
2373.5	3.3094058929389562e13
2374.5	3.3058974928291184e13
2375.5	3.3024004194859902e13
2376.5	3.2989353094218277e13
2377.5	3.295471269680186e13
2378.5	3.2920392582827055e13
2379.5	3.2886031954921746e13
2380.5	3.2851217779203246e13
2381.5	3.281646604438728e13
2382.5	3.278193189844068e13
2383.5	3.2747512278088355e13
2384.5	3.2713310810503766e13
2385.5	3.267927608333557e13
2386.5	3.2645304838113117e13
2387.5	3.261160432918331e13
2388.5	3.2578019538709754e13
2389.5	3.2544706135180855e13
2390.5	3.2511457124510465e13
2391.5	3.247765022313624e13
2392.5	3.244390745435975e13
2393.5	3.2410488504234004e13
2394.5	3.2377393828215438e13
2395.5	3.2344779745444383e13
2396.5	3.231269888282258e13
2397.5	3.2281047960190938e13
2398.5	3.224993160238934e13
2399.5	3.2219402566449867e13
